db_por,dd_por,dw_por,dc_por,db0_por,dbN0_por,dd_text,db_text,dd_rdata,db3_rdata,db3_data,db3_all,dd4,dd5,dd6,dd4_all,dd5_all,dd6_all,db3_idata,db3_NdNt,db4_NdNt,db5_NdNt,db6_NdNt,db3_all_zero
0.3954546580159477,0.5413674409390322,0.0027425585656975877,0.9395646575206776,0.14145936722137858,0.8585406327786214,0.7872183665487225,0.13561156641410235,0.022533611058511645,0.9298238969892066,0.9700830348420708,0.3480139666187905,1489,83977,399,0.0092182160368481,0.5198912881977118,0.0024701599722648697,0.0,0.0,0.0,0.0,0.0,0.1607428754402818
0.3806438947781704,0.19048553854207564,0.00654364611961785,0.5776730794398639,0.3154547017362902,0.6845452982637098,0.2666859567901235,0.1417824074074074,0.0,0.0,0.9114254624591948,0.3273131789032849,6,2696,33,0.0003926187671770711,0.17641669938489726,0.0021594032194738907,0.0,0.5752212389380531,0.0,0.0,0.0,0.3668532586965214
0.9819818784416092,0.0004819869066209629,0.000327549969328106,0.9827914153175582,0.4290233857812694,0.5709766142187306,0.00548372715113687,0.0,0.2709030100334448,0.011148272017837236,0.9998324497312612,0.98160476499008,0,89,32,0.0,6.392970892588032e-05,2.2985962759867083e-05,0.0,0.0,0.0,0.0,0.0,0.4291882082185365
0.01858793686583991,0.9289317925591882,0.0017192784667418265,0.94923900789177,0.4033358605003791,0.5966641394996209,0.9543138365053788,2.9034740066489563e-05,0.1564501372369625,0.4775846294602013,0.9441087613293052,0.01616403607666291,7,65080,8,9.864712514092447e-05,0.9171364148816236,0.00011273957158962796,0.0,0.0,0.0,0.0,0.0,0.4638186573670445
0.10893416927899686,0.08307210031347963,0.02978056426332288,0.22178683385579934,0.4748201438848921,0.5251798561151079,0.008064516129032258,0.0013440860215053767,0.28792569659442724,0.19195046439628485,0.456140350877193,0.06974921630094044,0,3,0,0.0,0.0023510971786833857,0.0,0.0,0.0,0.0,0.0,0.0,0.7415730337078652
0.9889535031361892,0.003605982884278423,0.00024124533380735932,0.9928007313542752,0.009167009038619556,0.9908329909613804,0.33770883054892603,0.07637231503579953,0.0,0.0,0.9997816032887976,0.9884710124685746,0,244,0,0.0,0.003098097970999772,0.0,0.0,0.0,0.0,0.0,0.0,0.009171483622350674
0.3290809931535466,0.6442128249837056,0.0016378008902060619,0.9749316190274584,0.15050869263453692,0.8494913073654631,0.8885762434099659,0.08487036378534654,0.0181565955363336,0.9445509812721856,0.9811954869168601,0.2964252488733156,1792,111629,507,0.009982786378398854,0.6218573999075255,0.0028243709229063725,0.0,0.0,0.0,0.0,0.0,0.16708951156715718
0.21057944017265856,0.00844418549306986,0.0011652811856325753,0.22018890685136105,0.30871750906044193,0.6912824909395581,0.0002245220886969165,0.00018175597656417056,0.033704696093639824,0.8963944906689231,0.8997099679438254,0.2049828079994092,2,0,0,1.641241106524754e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31714640297850194
0.9968766885270216,0.0003030078294680413,9.026666807929056e-05,0.9972699630245692,0.033930974087118815,0.9660690259128812,0.0024199553239017124,0.007446016381236039,0.00021367448607455283,0.9993832383858128,0.9052899052899052,0.9966948838293408,17,0,0,7.204381959380002e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03393716335385029
0.1766502630239267,0.6147972170371627,0.01018157135584592,0.8016290514169353,0.3539865513928914,0.6460134486071085,0.0,0.0,0.2608695652173913,0.0,0.0,0.1483115560834889,183,4255,1513,0.015526896317665025,0.3610215509927032,0.12837264551162395,0.0,0.1508587209804091,0.015793561750237342,0.3672218865970484,0.13057737119185295,0.4216247139588101
0.989866066909416,0.0005893336620772807,8.21859868883283e-05,0.9905375865583816,0.0375729274036933,0.9624270725963068,0.0015063731170336038,0.004519119351100811,0.0003736307988018906,0.9989413794033948,0.9824346243620684,0.9896074817311576,14,0,0,1.4031753858982874e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03758274523784445
0.3344030179805007,0.5233085101170937,0.052422713242859235,0.9101342413404536,0.025529265255292654,0.9744707347447074,0.0,0.0,0.0,0.0,0.0,0.17426877664004706,2269,12638,5,0.027791386997207387,0.15479398363627456,6.124148743324678e-05,0.0,0.17481048273150593,0.0278777751839884,0.15527515327247485,6.143185364475188e-05,0.04891762721394433
0.5217753698687226,0.029797874557199417,0.0,0.5515732444259219,0.5599041533546326,0.4400958466453673,0.04693140794223827,0.050090252707581225,0.02596537949400799,0.9181091877496672,0.9245994344957588,0.4919774953115232,2,87,0,0.00041675349031048136,0.01812877682850594,0.0,0.0,0.0,0.0,0.0,0.0,0.5938161795849216
0.06430893050611361,0.048305215910849714,0.0052623432905123035,0.11787648970747562,0.525150421179302,0.47484957882069795,0.04441431311594682,0.02174416297374165,0.0,0.0,0.7311170212765957,0.04264045813341588,69,35,9,0.0010679461383686737,0.0005417118093174432,0.00013929732239591395,0.0,0.0,0.0,0.0,0.0,0.7920145190562613
0.3940520446096654,0.04089219330855018,0.00966542750929368,0.4446096654275093,0.7421383647798742,0.2578616352201258,0.046028880866425995,0.05054151624548736,0.0984375,0.696875,0.9293320425943852,0.3489467162329616,1,88,0,0.00024783147459727387,0.0218091697645601,0.0,0.0,0.0,0.0,0.0,0.0,0.8380681818181818
0.9953949797792788,0.00021318363105019586,5.075800739290378e-05,0.995658921417722,0.005860351034644529,0.9941396489653554,0.030837004405286344,0.03171806167400881,0.10535117056856187,0.6705685618729097,0.9999094283782576,0.9951614929452716,0,88,0,0.0,0.00011166761626438833,0.0,0.0,0.0,0.0,0.0,0.0,0.005861726002244211
0.4350910232266165,0.17953546767106088,0.006842435655994978,0.6214689265536724,0.3771461549559948,0.6228538450440052,0.29058072888504377,0.09981615659132692,0.0,0.0,0.9211067193675888,0.3970495919648462,4,2628,23,0.00025109855618330194,0.16497175141242934,0.0014438166980539865,0.0,0.5752212389380531,0.0,0.0,0.0,0.4132806324110672
